hotel_name,booking_status,room_type,total_guests,amenities,total_nights,price_per_night,total_amount,payment_method,check_in_date,check_out_date,rating
The Peninsula Manila,cancelled,single,5,spa,7,4250.11,11499.18,credit card,2/3/2025,2/11/2025,5
The Manila Hotel,cancelled,suite,5,spa,5,3701.56,2863.99,online transfer,2/11/2025,2/13/2025,1
The Peninsula Manila,confirmed,double,1,gym,1,2090.48,12541.05,online transfer,2/1/2025,1/10/2025,2
The Manila Hotel,pending,double,7,spa,10,1966.94,23399.55,cash,1/21/2025,2/13/2025,4
The Peninsula Manila,confirmed,double,2,gym,8,2002.91,9228.45,credit card,2/16/2025,2/13/2025,5
The Peninsula Manila,pending,single,5,gym,4,4694.57,20081.61,cash,1/25/2025,2/8/2025,5
The Manila Hotel,confirmed,suite,1,pool,6,3201.55,26328.71,online transfer,2/8/2025,2/10/2025,1
Okada Manila,confirmed,suite,4,pool,1,1627.19,10380.15,credit card,1/19/2025,2/17/2025,4
Okada Manila,cancelled,double,1,spa,5,2790.2,29143.49,credit card,1/11/2025,1/15/2025,5
The Peninsula Manila,confirmed,double,7,gym,4,2032.46,18328.48,online transfer,2/5/2025,2/11/2025,4
Grand Hyatt Manila,cancelled,single,4,pool,5,2686.95,26420.63,credit card,1/22/2025,1/29/2025,1
The Peninsula Manila,confirmed,double,6,spa,2,4772.38,4275.83,online transfer,1/24/2025,1/30/2025,5
The Manila Hotel,cancelled,single,6,pool,8,2733.81,26814.58,online transfer,1/16/2025,2/19/2025,2
The Manila Hotel,cancelled,single,5,gym,6,2964.62,3423.25,credit card,2/9/2025,1/24/2025,3
The Peninsula Manila,pending,double,6,spa,7,3433.67,16054.23,credit card,1/15/2025,2/17/2025,4
The Manila Hotel,confirmed,suite,5,pool,4,2267.8,28459.43,credit card,2/6/2025,2/10/2025,1
Grand Hyatt Manila,confirmed,suite,7,spa,2,4352.27,8781.24,online transfer,1/13/2025,1/11/2025,2
Okada Manila,confirmed,single,1,pool,8,2891.78,27603.64,online transfer,1/29/2025,1/18/2025,4
Grand Hyatt Manila,cancelled,double,4,gym,6,1996.55,26641.48,cash,1/27/2025,2/16/2025,1
Okada Manila,confirmed,double,8,spa,8,2218.15,2364.23,credit card,1/30/2025,2/10/2025,5
The Peninsula Manila,pending,single,1,spa,9,1529.82,14080.45,credit card,2/16/2025,2/1/2025,3
The Peninsula Manila,pending,single,10,pool,9,3662.8,8402.28,credit card,1/8/2025,2/19/2025,2
The Manila Hotel,cancelled,single,7,gym,8,1683.5,5454.73,cash,1/6/2025,2/9/2025,3
The Manila Hotel,cancelled,double,8,pool,4,1581.54,1570.33,credit card,1/20/2025,2/8/2025,5
The Peninsula Manila,pending,double,5,pool,2,2316.68,23917.91,online transfer,2/8/2025,1/15/2025,1
Okada Manila,cancelled,single,3,pool,3,3328.67,21824.51,credit card,1/6/2025,1/21/2025,4
The Peninsula Manila,cancelled,double,4,gym,2,2136.98,25745.18,online transfer,2/16/2025,1/27/2025,4
Okada Manila,cancelled,suite,7,gym,9,2363.55,21401.07,online transfer,1/22/2025,2/13/2025,4
The Peninsula Manila,pending,suite,3,spa,2,3991.25,20592.84,cash,1/3/2025,1/2/2025,2
The Manila Hotel,cancelled,single,10,gym,6,2881.96,2097.9,online transfer,1/18/2025,1/3/2025,5
Okada Manila,pending,double,2,spa,9,2791.91,3922.4,online transfer,1/26/2025,1/10/2025,4
The Manila Hotel,pending,suite,1,spa,8,4602.68,23839.52,online transfer,1/15/2025,1/24/2025,5
The Manila Hotel,cancelled,suite,10,spa,2,1503.01,24092.77,online transfer,1/5/2025,1/21/2025,1
Okada Manila,confirmed,double,6,spa,10,1823.88,25647.63,online transfer,1/2/2025,1/12/2025,2
The Manila Hotel,confirmed,double,3,gym,9,4614.85,2939.51,online transfer,1/31/2025,1/5/2025,2
Okada Manila,confirmed,double,4,spa,6,1612.08,28688.37,cash,1/1/2025,1/20/2025,1
The Peninsula Manila,confirmed,suite,10,pool,3,3448.82,19815.4,cash,1/22/2025,2/10/2025,4
The Peninsula Manila,cancelled,double,7,pool,9,2363.24,17532.63,cash,2/3/2025,1/28/2025,2
Okada Manila,confirmed,single,8,spa,8,4063.7,8715.15,online transfer,2/7/2025,2/10/2025,1
Grand Hyatt Manila,pending,double,1,pool,7,2429.91,19102.98,credit card,1/28/2025,1/29/2025,5
Grand Hyatt Manila,pending,double,6,gym,7,4023.02,27924.91,credit card,1/3/2025,1/11/2025,1
The Manila Hotel,cancelled,suite,4,spa,5,2933.71,5404.19,cash,2/5/2025,1/31/2025,3
The Peninsula Manila,confirmed,single,6,gym,5,3493.7,11436.01,cash,2/15/2025,1/26/2025,1
Okada Manila,pending,double,10,spa,6,2005.52,20804.86,credit card,1/21/2025,1/30/2025,3
Okada Manila,confirmed,double,3,spa,2,4491.81,15267.82,online transfer,1/24/2025,2/13/2025,3
Grand Hyatt Manila,pending,single,9,spa,5,2007.19,4250.27,cash,1/23/2025,1/31/2025,5
Okada Manila,confirmed,suite,2,spa,9,3499.59,14297.3,online transfer,1/26/2025,2/16/2025,4
Okada Manila,confirmed,suite,6,gym,7,3056.17,3426.73,online transfer,2/17/2025,1/12/2025,1
Grand Hyatt Manila,pending,suite,2,gym,4,2418.51,3416.13,online transfer,2/7/2025,1/20/2025,5
Grand Hyatt Manila,pending,suite,8,pool,2,3545.44,1671.5,online transfer,2/15/2025,1/2/2025,4
The Peninsula Manila,pending,suite,8,gym,5,3374.03,18457.02,cash,1/29/2025,1/4/2025,2
Okada Manila,pending,double,3,pool,4,3356.99,20778.7,cash,2/19/2025,1/17/2025,1
Grand Hyatt Manila,pending,single,6,spa,9,3353.76,21943.82,cash,1/28/2025,1/5/2025,4
The Peninsula Manila,pending,single,1,pool,1,1790.53,4138.42,online transfer,1/23/2025,2/17/2025,5
The Manila Hotel,confirmed,double,8,pool,5,4642.0,22053.8,cash,1/8/2025,1/12/2025,4
Grand Hyatt Manila,confirmed,double,9,spa,5,3185.47,17626.23,cash,1/29/2025,1/19/2025,1
Grand Hyatt Manila,confirmed,double,7,gym,7,4746.51,29703.72,credit card,1/16/2025,1/18/2025,1
Okada Manila,pending,single,2,gym,9,4232.94,22325.19,credit card,2/16/2025,2/11/2025,1
Grand Hyatt Manila,cancelled,suite,4,gym,9,2684.36,14426.04,online transfer,2/12/2025,1/28/2025,5
The Peninsula Manila,confirmed,single,8,pool,4,3972.34,26239.33,credit card,1/22/2025,1/28/2025,3
Grand Hyatt Manila,cancelled,double,10,gym,6,3584.09,7712.38,credit card,1/8/2025,1/9/2025,3
Grand Hyatt Manila,pending,suite,10,pool,3,3392.24,12212.63,credit card,2/1/2025,2/2/2025,1
Okada Manila,confirmed,double,7,gym,2,2061.14,10801.77,cash,2/17/2025,1/27/2025,4
The Manila Hotel,cancelled,single,3,spa,5,3550.93,22004.53,online transfer,1/31/2025,1/1/2025,3
The Manila Hotel,confirmed,single,7,gym,8,2513.82,15955.73,online transfer,2/3/2025,2/2/2025,5
Okada Manila,confirmed,double,6,pool,6,3522.98,8893.52,online transfer,2/17/2025,1/27/2025,2
The Manila Hotel,pending,suite,8,pool,1,3357.83,11497.38,online transfer,1/18/2025,1/6/2025,5
Okada Manila,cancelled,suite,5,pool,1,4055.14,9042.51,online transfer,1/28/2025,1/7/2025,3
The Manila Hotel,cancelled,suite,8,gym,3,2889.86,24088.59,online transfer,2/1/2025,2/14/2025,5
The Manila Hotel,pending,double,7,spa,8,3437.74,10966.69,credit card,1/13/2025,2/19/2025,3
Okada Manila,pending,single,10,pool,4,1719.65,6534.81,online transfer,2/14/2025,1/15/2025,5
The Manila Hotel,confirmed,single,2,gym,9,1590.49,25548.39,online transfer,1/16/2025,1/4/2025,3
Okada Manila,pending,single,10,pool,1,2995.07,3504.53,cash,1/1/2025,1/22/2025,1
The Manila Hotel,confirmed,double,3,spa,10,3724.86,10849.52,cash,1/4/2025,1/8/2025,1
The Manila Hotel,confirmed,suite,9,gym,10,4972.27,9404.87,online transfer,1/28/2025,1/3/2025,3
The Peninsula Manila,cancelled,double,5,pool,3,1924.86,22201.87,credit card,2/16/2025,1/16/2025,3
The Manila Hotel,cancelled,double,10,spa,4,2845.55,23362.36,cash,2/7/2025,1/4/2025,4
The Manila Hotel,confirmed,double,5,pool,3,4300.68,6145.8,online transfer,1/9/2025,1/6/2025,1
Grand Hyatt Manila,cancelled,single,10,pool,8,2225.44,27109.11,credit card,1/12/2025,1/18/2025,3
The Manila Hotel,cancelled,suite,8,gym,6,3292.85,19214.62,online transfer,2/1/2025,1/19/2025,5
The Peninsula Manila,pending,suite,4,spa,5,2822.57,20478.91,cash,1/27/2025,2/9/2025,3
The Manila Hotel,confirmed,double,4,spa,6,4155.44,20057.85,cash,1/8/2025,2/18/2025,5
Grand Hyatt Manila,cancelled,double,8,pool,2,2923.31,3256.81,credit card,1/9/2025,2/4/2025,3
Okada Manila,cancelled,double,2,gym,10,4403.79,5653.24,cash,1/4/2025,1/2/2025,3
The Manila Hotel,pending,suite,7,pool,5,4208.67,5205.09,online transfer,1/15/2025,1/24/2025,1
The Peninsula Manila,confirmed,suite,9,gym,7,4879.59,21979.15,cash,1/1/2025,2/14/2025,2
Grand Hyatt Manila,confirmed,suite,7,spa,8,2639.54,23326.9,cash,2/14/2025,2/19/2025,3
The Manila Hotel,confirmed,single,8,spa,5,1852.86,25645.09,credit card,1/13/2025,1/25/2025,4
The Manila Hotel,confirmed,single,2,pool,10,1712.31,2051.46,credit card,2/6/2025,1/7/2025,3
The Manila Hotel,pending,suite,9,pool,2,4137.91,22711.61,credit card,1/11/2025,1/17/2025,5
Okada Manila,pending,double,10,gym,9,2245.04,11376.89,online transfer,1/29/2025,1/24/2025,3
The Manila Hotel,pending,double,3,gym,10,4856.49,14380.56,cash,1/21/2025,2/9/2025,5
Grand Hyatt Manila,cancelled,double,4,gym,10,2992.9,13755.97,cash,1/12/2025,1/7/2025,4
Grand Hyatt Manila,confirmed,suite,3,spa,1,3686.45,9907.36,credit card,1/18/2025,1/16/2025,4
The Manila Hotel,confirmed,suite,6,spa,3,4669.77,17611.53,credit card,1/26/2025,1/30/2025,4
Okada Manila,pending,suite,4,spa,9,1714.17,13922.97,online transfer,1/28/2025,2/18/2025,1
Grand Hyatt Manila,cancelled,single,8,spa,2,3140.11,27268.11,credit card,2/15/2025,1/30/2025,3
Grand Hyatt Manila,cancelled,single,4,gym,8,2286.66,6113.14,cash,2/11/2025,1/23/2025,5
The Manila Hotel,pending,double,8,gym,2,3637.75,5776.23,cash,2/16/2025,1/15/2025,5
Grand Hyatt Manila,pending,suite,7,pool,2,4979.74,26485.85,credit card,1/30/2025,1/18/2025,4
The Manila Hotel,pending,suite,10,gym,6,4678.16,24831.37,cash,2/2/2025,1/11/2025,2
Grand Hyatt Manila,confirmed,double,3,gym,3,2199.42,24219.52,cash,2/5/2025,2/11/2025,5
The Manila Hotel,cancelled,single,9,gym,3,1641.64,6781.17,online transfer,1/9/2025,1/23/2025,5
The Manila Hotel,pending,double,2,pool,1,1667.07,14923.55,credit card,2/3/2025,2/9/2025,2
The Peninsula Manila,cancelled,double,10,pool,5,4052.71,7866.9,cash,1/1/2025,1/5/2025,3
Okada Manila,pending,double,2,spa,7,4994.6,14787.47,cash,2/17/2025,1/13/2025,5
Okada Manila,confirmed,single,9,gym,5,2720.08,24111.41,cash,1/21/2025,2/2/2025,2
The Peninsula Manila,pending,double,7,pool,5,2951.31,25883.1,online transfer,2/3/2025,2/15/2025,2
Okada Manila,cancelled,double,7,spa,8,3488.4,14426.52,online transfer,1/9/2025,1/24/2025,4
Okada Manila,confirmed,single,9,pool,8,4798.35,12589.87,cash,2/7/2025,1/13/2025,5
Okada Manila,confirmed,single,3,spa,4,1561.52,4367.58,online transfer,1/20/2025,1/8/2025,4
The Manila Hotel,confirmed,suite,3,spa,6,1744.36,23280.78,credit card,1/10/2025,1/1/2025,5
Grand Hyatt Manila,cancelled,double,9,gym,10,2407.46,14800.3,online transfer,1/30/2025,1/17/2025,5
The Manila Hotel,cancelled,double,3,pool,6,4314.08,16506.11,credit card,1/15/2025,1/23/2025,3
Okada Manila,pending,double,2,gym,3,4082.01,1737.79,online transfer,2/18/2025,2/18/2025,4
Okada Manila,confirmed,double,4,spa,5,3892.25,11961.34,cash,1/17/2025,1/6/2025,1
Okada Manila,confirmed,double,9,gym,9,2843.16,20561.19,credit card,1/23/2025,2/14/2025,4
Okada Manila,confirmed,single,8,spa,3,4063.28,2815.19,credit card,2/12/2025,2/13/2025,3
The Peninsula Manila,cancelled,suite,5,spa,7,4659.36,18810.36,cash,2/19/2025,1/28/2025,1
The Manila Hotel,pending,double,4,gym,8,4099.87,26697.29,cash,1/6/2025,1/23/2025,3
The Manila Hotel,confirmed,double,7,gym,8,4119.11,18158.89,credit card,2/11/2025,1/30/2025,3
The Peninsula Manila,pending,suite,3,spa,6,2968.35,9344.19,cash,2/2/2025,2/10/2025,4
Okada Manila,cancelled,suite,6,spa,3,2403.35,25395.37,cash,1/30/2025,1/19/2025,3
Okada Manila,pending,double,2,spa,7,2661.27,22746.87,credit card,1/19/2025,1/27/2025,5
Grand Hyatt Manila,confirmed,double,6,gym,8,2664.22,21091.92,cash,1/30/2025,2/15/2025,1
Grand Hyatt Manila,cancelled,suite,10,pool,1,3224.59,18983.92,cash,2/19/2025,1/21/2025,3
The Manila Hotel,cancelled,double,1,spa,1,4777.92,21928.56,online transfer,2/14/2025,2/2/2025,3
Okada Manila,pending,double,10,spa,9,4798.48,3103.88,credit card,2/6/2025,2/18/2025,5
The Peninsula Manila,confirmed,double,1,spa,8,4327.51,15546.77,cash,1/23/2025,1/10/2025,3
The Manila Hotel,pending,single,9,gym,2,4321.73,5877.18,cash,1/6/2025,1/23/2025,2
Grand Hyatt Manila,cancelled,suite,10,gym,3,3256.62,6733.73,cash,1/30/2025,1/29/2025,3
Okada Manila,cancelled,single,5,pool,2,4401.03,5808.62,cash,2/3/2025,1/20/2025,3
The Manila Hotel,cancelled,suite,5,gym,9,2614.42,22873.81,credit card,1/4/2025,1/4/2025,4
The Manila Hotel,cancelled,single,1,gym,2,4229.63,16353.06,credit card,1/13/2025,1/18/2025,3
Okada Manila,pending,single,3,pool,3,1836.83,20692.04,online transfer,1/6/2025,1/16/2025,4
The Peninsula Manila,confirmed,suite,4,pool,6,4288.14,29268.02,credit card,1/18/2025,1/9/2025,5
The Manila Hotel,pending,suite,5,gym,4,4785.54,26925.08,cash,1/17/2025,2/11/2025,4
Okada Manila,cancelled,double,6,pool,9,3960.44,22800.84,online transfer,2/17/2025,2/13/2025,5
The Manila Hotel,confirmed,single,5,spa,7,4806.06,9494.97,online transfer,2/16/2025,1/6/2025,4
Okada Manila,cancelled,double,1,spa,7,3226.39,24954.15,online transfer,1/30/2025,1/25/2025,1
Grand Hyatt Manila,confirmed,double,7,gym,6,3499.17,17546.4,credit card,1/13/2025,1/18/2025,1
The Peninsula Manila,pending,suite,8,gym,2,3576.32,23683.87,credit card,1/14/2025,1/21/2025,4
The Manila Hotel,pending,single,8,gym,7,2026.61,28520.9,cash,1/6/2025,1/4/2025,3
The Manila Hotel,confirmed,double,10,spa,8,3185.49,13182.24,online transfer,2/14/2025,1/14/2025,1
The Peninsula Manila,confirmed,suite,10,gym,9,2888.47,7692.06,cash,2/2/2025,1/22/2025,1
The Peninsula Manila,confirmed,single,5,spa,2,4830.55,3515.26,credit card,1/20/2025,1/28/2025,4
The Manila Hotel,cancelled,double,10,spa,5,2319.81,22733.81,credit card,1/11/2025,1/26/2025,3
The Manila Hotel,pending,single,1,spa,2,4556.46,11987.64,credit card,2/14/2025,2/8/2025,3
Grand Hyatt Manila,cancelled,double,7,spa,7,3434.21,23175.65,online transfer,2/14/2025,2/14/2025,4
Grand Hyatt Manila,confirmed,suite,6,gym,1,1764.18,4936.31,online transfer,1/10/2025,1/22/2025,5
The Manila Hotel,pending,suite,5,pool,10,3745.34,23824.39,cash,2/19/2025,1/12/2025,3
The Manila Hotel,pending,single,7,gym,9,2687.35,28559.68,credit card,1/22/2025,1/1/2025,4
The Manila Hotel,confirmed,double,5,spa,7,3358.12,8593.07,credit card,1/9/2025,2/17/2025,1
Grand Hyatt Manila,confirmed,suite,8,pool,10,4452.66,26322.7,credit card,2/2/2025,2/17/2025,4
Okada Manila,cancelled,single,5,pool,9,3073.84,16107.03,online transfer,1/22/2025,1/28/2025,4
Grand Hyatt Manila,confirmed,suite,4,spa,9,4797.36,8608.07,credit card,1/23/2025,2/9/2025,1
Okada Manila,cancelled,suite,8,gym,7,2593.65,10071.11,online transfer,1/10/2025,2/17/2025,1
Grand Hyatt Manila,confirmed,double,2,gym,6,2743.69,3292.71,online transfer,1/1/2025,2/3/2025,4
The Manila Hotel,pending,suite,5,spa,2,3964.0,17970.6,credit card,2/9/2025,1/21/2025,4
Grand Hyatt Manila,confirmed,single,7,pool,7,4784.16,22882.46,online transfer,1/30/2025,1/23/2025,4
Grand Hyatt Manila,cancelled,single,5,spa,10,2056.38,27551.39,cash,1/23/2025,2/7/2025,1
Grand Hyatt Manila,cancelled,suite,9,pool,4,4247.07,26229.84,cash,1/1/2025,1/8/2025,1
The Manila Hotel,cancelled,double,1,pool,2,2573.12,18115.74,credit card,2/19/2025,1/31/2025,1
Okada Manila,pending,suite,8,pool,3,2397.41,27234.96,online transfer,1/22/2025,2/1/2025,2
Grand Hyatt Manila,cancelled,suite,7,gym,7,4617.21,8084.12,credit card,2/16/2025,1/24/2025,3
The Manila Hotel,confirmed,suite,5,spa,4,3140.95,27343.35,cash,1/26/2025,2/14/2025,3
Okada Manila,cancelled,single,6,spa,9,4109.37,10488.4,credit card,2/2/2025,1/17/2025,2
Grand Hyatt Manila,confirmed,suite,3,pool,7,4933.84,14769.54,credit card,2/5/2025,2/2/2025,5
The Peninsula Manila,cancelled,suite,10,pool,9,1730.63,23223.91,cash,1/24/2025,1/14/2025,1
The Manila Hotel,cancelled,double,4,pool,8,3802.15,22912.43,credit card,2/18/2025,2/8/2025,1
The Manila Hotel,pending,single,1,pool,2,3275.83,5475.87,online transfer,2/7/2025,1/29/2025,3
Okada Manila,pending,suite,1,spa,6,2978.45,7503.81,credit card,2/16/2025,2/8/2025,1
The Peninsula Manila,pending,double,8,pool,4,4624.52,10849.16,credit card,2/10/2025,2/13/2025,4
Grand Hyatt Manila,pending,suite,8,pool,4,2479.19,1831.83,credit card,1/6/2025,2/4/2025,2
Okada Manila,pending,single,2,gym,1,1881.95,26636.15,cash,2/3/2025,1/19/2025,2
The Manila Hotel,cancelled,suite,5,gym,7,4679.82,23578.75,online transfer,2/12/2025,1/15/2025,5
The Peninsula Manila,pending,double,6,gym,1,2773.51,13223.59,credit card,2/12/2025,2/13/2025,5
The Manila Hotel,cancelled,suite,2,gym,2,2358.6,13021.2,online transfer,2/10/2025,1/9/2025,4
The Peninsula Manila,confirmed,single,4,spa,5,4518.28,9583.34,online transfer,2/6/2025,2/3/2025,5
Grand Hyatt Manila,cancelled,double,5,spa,5,4784.09,3019.24,cash,2/8/2025,1/20/2025,2
Grand Hyatt Manila,pending,suite,2,gym,6,4416.04,22838.89,online transfer,1/3/2025,1/10/2025,1
Okada Manila,pending,single,4,spa,7,4492.26,22573.4,credit card,1/31/2025,1/30/2025,1
The Manila Hotel,cancelled,double,1,spa,7,2512.12,12415.34,cash,1/6/2025,2/3/2025,4
Okada Manila,cancelled,single,8,pool,7,2197.69,16051.29,credit card,1/11/2025,1/20/2025,4
The Manila Hotel,cancelled,suite,6,spa,9,1678.02,6185.99,cash,2/4/2025,1/18/2025,2
Grand Hyatt Manila,pending,double,6,pool,10,3870.22,22019.03,credit card,1/11/2025,1/14/2025,3
The Peninsula Manila,confirmed,single,6,gym,7,1784.06,19187.36,credit card,1/9/2025,1/29/2025,3
The Peninsula Manila,pending,single,10,gym,5,3456.07,22490.54,credit card,1/6/2025,1/14/2025,2
The Peninsula Manila,confirmed,suite,8,gym,8,4450.46,19311.38,cash,1/29/2025,1/28/2025,4
Grand Hyatt Manila,pending,single,7,gym,5,3844.61,9050.46,online transfer,1/16/2025,2/14/2025,3
Okada Manila,cancelled,double,1,spa,4,4233.15,24115.25,online transfer,2/10/2025,1/8/2025,5
Grand Hyatt Manila,cancelled,suite,5,spa,6,3900.7,29016.86,cash,1/10/2025,1/26/2025,5
Grand Hyatt Manila,confirmed,single,9,pool,9,3310.27,16151.88,online transfer,2/7/2025,2/9/2025,1
Grand Hyatt Manila,cancelled,single,2,gym,9,2921.74,4917.46,online transfer,2/4/2025,1/25/2025,3
The Peninsula Manila,cancelled,suite,7,gym,2,3627.16,28063.37,credit card,2/10/2025,2/10/2025,4
The Peninsula Manila,confirmed,double,7,gym,8,3244.26,25808.1,cash,1/21/2025,1/10/2025,5
Okada Manila,confirmed,double,2,pool,9,3425.43,9097.9,cash,1/14/2025,1/31/2025,3
The Peninsula Manila,cancelled,double,7,gym,4,3283.19,11862.81,online transfer,2/3/2025,2/15/2025,2
Okada Manila,cancelled,suite,2,spa,10,3922.4,27747.76,credit card,1/7/2025,1/11/2025,1
The Manila Hotel,cancelled,single,7,spa,1,3191.74,22530.5,online transfer,1/2/2025,2/16/2025,4
Grand Hyatt Manila,pending,double,8,spa,1,4696.67,6169.13,cash,2/15/2025,2/10/2025,3
Okada Manila,confirmed,suite,6,gym,8,4743.13,6289.69,credit card,1/25/2025,1/22/2025,2
The Manila Hotel,confirmed,suite,5,spa,3,3824.71,10194.89,online transfer,1/19/2025,1/30/2025,2
Grand Hyatt Manila,pending,suite,1,spa,5,3953.95,7002.71,online transfer,2/6/2025,2/1/2025,3
Grand Hyatt Manila,cancelled,single,7,pool,8,4516.48,11675.05,online transfer,1/22/2025,1/16/2025,2
Okada Manila,confirmed,suite,8,pool,7,3722.32,19409.06,cash,1/8/2025,1/9/2025,2
The Peninsula Manila,confirmed,suite,3,spa,10,4675.13,25147.49,online transfer,1/12/2025,2/15/2025,5
The Manila Hotel,cancelled,single,1,spa,6,1776.7,22010.36,credit card,2/3/2025,1/27/2025,5
Grand Hyatt Manila,pending,single,7,gym,3,3144.18,24986.08,cash,1/17/2025,2/14/2025,5
The Peninsula Manila,pending,suite,6,pool,2,3423.16,15991.97,online transfer,1/19/2025,1/22/2025,1
Okada Manila,pending,double,10,gym,7,2971.67,2067.01,credit card,1/22/2025,1/18/2025,2
Okada Manila,cancelled,suite,7,pool,5,2636.76,5229.16,online transfer,2/10/2025,1/21/2025,2
Grand Hyatt Manila,confirmed,single,8,gym,8,3967.76,24175.02,credit card,2/18/2025,1/1/2025,1
The Manila Hotel,pending,suite,2,spa,5,3546.41,24945.17,online transfer,2/2/2025,2/19/2025,4
